Date,Open,High,Low,Close,Adjusted,Volume,Dividend,Split,Daily adjusted
2023-02-28,75.33,78.02,74.52,76.73,76.73,13187266,0.0000,1.0
2023-02-27,77.29,77.73,74.86,75.14,75.14,18197369,0.0000,1.0
2023-02-24,77.47,78.02,73.52,77.36,77.36,43473237,0.0000,1.0
2023-02-23,74.27,74.89,71.84,74.15,74.15,22855159,0.0000,1.0
2023-02-22,72.72,73.68,71.8,72.94,72.94,10562071,0.0000,1.0
2023-02-21,73.09,74.49,71.92,71.95,71.95,7855159,0.0000,1.0
2023-02-17,76.97,77.03,74.17,75.02,75.02,11261643,0.0000,1.0
2023-02-16,80.27,81.33,78.5,78.63,78.63,9541478,0.0000,1.0
2023-02-15,78.7,82.7,78.53,82.69,82.69,10122896,0.0000,1.0
2023-02-14,76.04,79.45,75.55,78.8,78.8,9780864,0.0000,1.0
2023-02-13,75.51,77.5684,74.74,76.82,76.82,9590469,0.0000,1.0
2023-02-10,75.1,76.0105,74.14,75.23,75.23,11274090,0.0000,1.0
2023-02-09,81.35,82.08,75.6,76.18,76.18,17350898,0.0000,1.0
2023-02-08,82.9,84.29,81.12,81.13,81.13,7213392,0.0000,1.0
2023-02-07,82.08,83.855,80.66,83.18,83.18,9804479,0.0000,1.0
2023-02-06,82.69,83.699,81.3101,82.55,82.55,8593510,0.0000,1.0
2023-02-03,84.9,87.98,84.25,84.71,84.71,12679111,0.0000,1.0
2023-02-02,86.8,89.97,86.22,88.41,88.41,13349943,0.0000,1.0
2023-02-01,82.07,84.755,80.06,83.9,83.9,11087226,0.0000,1.0
2023-01-31,80.88,82.32,80.2,81.72,81.72,8801934,0.0000,1.0
2023-01-30,81.93,83.24,79.64,79.79,79.79,10482647,0.0000,1.0
2023-01-27,80.69,85.5,80.67,83.83,83.83,15424753,0.0000,1.0
2023-01-26,83.03,83.91,78.3207,81.19,81.19,13296807,0.0000,1.0
2023-01-25,77.0,81.04,74.7701,80.77,80.77,17119363,0.0000,1.0
2023-01-24,80.16,82.73,79.51,80.79,80.79,12152070,0.0000,1.0
2023-01-23,76.84,81.67,76.72,81.66,81.66,16814099,0.0000,1.0
2023-01-20,71.7,76.19,71.04,76.16,76.16,12798396,0.0000,1.0
2023-01-19,70.8,71.79,69.235,70.94,70.94,12051331,0.0000,1.0
2023-01-18,75.29,76.22,72.07,72.11,72.11,12147227,0.0000,1.0
2023-01-17,72.36,75.21,71.73,75.1,75.1,14314409,0.0000,1.0
2023-01-13,69.81,71.99,69.51,71.65,71.65,9344663,0.0000,1.0
2023-01-12,71.88,72.11,68.11,71.8,71.8,11852613,0.0000,1.0
2023-01-11,70.96,71.89,70.02,71.67,71.67,9034285,0.0000,1.0
2023-01-10,68.675,70.19,67.66,70.03,70.03,9056284,0.0000,1.0
2023-01-09,69.7,70.61,68.44,69.06,69.06,12987644,0.0000,1.0
2023-01-06,65.28,69.5,63.36,68.99,68.99,15529608,0.0000,1.0
2023-01-05,64.85,65.56,63.0194,64.71,64.71,11336178,0.0000,1.0
2023-01-04,65.79,68.12,64.78,66.3,66.3,11749526,0.0000,1.0
2023-01-03,66.3,67.5,62.5022,64.64,64.64,16416489,0.0000,1.0
2022-12-30,61.05,63.1,60.8,62.84,62.84,8014416,0.0000,1.0
2022-12-29,60.0,63.47,59.9,62.92,62.92,9995107,0.0000,1.0
2022-12-28,59.0,60.24,58.4,59.08,59.08,7563243,0.0000,1.0
2022-12-27,60.205,61.06,58.34,59.86,59.86,8572400,0.0000,1.0
2022-12-23,59.875,60.94,58.82,60.89,60.89,7281818,0.0000,1.0
2022-12-22,61.2,61.2,58.62,60.59,60.59,9740178,0.0000,1.0
2022-12-21,61.74,63.33,60.63,62.58,62.58,7847515,0.0000,1.0
2022-12-20,59.34,61.87,58.9,61.41,61.41,8766456,0.0000,1.0
2022-12-19,62.24,62.4,59.985,60.44,60.44,9310081,0.0000,1.0
2022-12-16,64.98,65.17,60.71,62.51,62.51,18776795,0.0000,1.0
2022-12-15,68.49,69.35,65.43,65.89,65.89,9277797,0.0000,1.0
2022-12-14,71.07,72.47,69.64,71.25,71.25,10557751,0.0000,1.0
2022-12-13,70.37,72.37,68.8,71.03,71.03,15385200,0.0000,1.0
2022-12-12,63.79,66.7132,63.36,66.2,66.2,9126607,0.0000,1.0
2022-12-09,63.1,65.83,63.1,64.6,64.6,8418142,0.0000,1.0
2022-12-08,61.6,63.6997,60.5,63.37,63.37,7849752,0.0000,1.0
2022-12-07,60.83,61.85,59.6248,61.07,61.07,8734791,0.0000,1.0
2022-12-06,63.12,63.8787,60.2,61.3,61.3,9408919,0.0000,1.0
2022-12-05,67.4,67.86,62.4,63.14,63.14,12610909,0.0000,1.0
2022-12-02,67.27,68.94,66.6201,68.18,68.18,7721112,0.0000,1.0
2022-12-01,68.02,69.24,66.66,69.17,69.17,9429975,0.0000,1.0
2022-11-30,62.1,68.0,61.852,67.77,67.77,14298550,0.0000,1.0
2022-11-29,62.07,63.89,61.73,62.11,62.11,8219903,0.0000,1.0
2022-11-28,61.91,63.83,61.12,61.37,61.37,7250649,0.0000,1.0
2022-11-25,63.99,63.99,62.5093,63.38,63.38,4168804,0.0000,1.0
2022-11-23,62.64,64.26,61.92,63.92,63.92,8189976,0.0000,1.0
2022-11-22,61.53,63.07,60.1,62.72,62.72,9000536,0.0000,1.0
2022-11-21,64.6,64.94,60.8,61.85,61.85,12252695,0.0000,1.0
2022-11-18,69.04,69.32,65.135,65.82,65.82,9734572,0.0000,1.0
2022-11-17,67.02,68.92,66.29,67.99,67.99,9264381,0.0000,1.0
2022-11-16,71.63,72.92,68.615,69.55,69.55,11779562,0.0000,1.0
2022-11-15,74.77,75.77,72.02,73.38,73.38,13335415,0.0000,1.0
2022-11-14,70.25,72.35,69.44,70.27,70.27,11823312,0.0000,1.0
2022-11-11,65.09,72.43,64.37,71.66,71.66,21128130,0.0000,1.0
2022-11-10,63.09,68.5852,63.09,67.4,67.4,28630312,0.0000,1.0
